molecule,smiles,condition,scaffold_cond,qed,sas,logp,tpsa,validity,unique,novelty
<rdkit.Chem.rdchem.Mol object at 0x78014093d5b0>,C=C(C)C(C)(OCC)C1=CC(=O)C(=O)C=C(C)C1,30.0,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.5672950127757539,4.021625534554481,2.7723000000000013,43.370000000000005,0.527,0.785,1.0
<rdkit.Chem.rdchem.Mol object at 0x78014093d690>,C=C(C)C1CC(COC(=O)C=C(C)C)=C(SC(C)C)C1=O,30.0,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.42153843120416284,3.8707556424004794,4.056600000000003,43.370000000000005,0.527,0.785,1.0
<rdkit.Chem.rdchem.Mol object at 0x78014093d310>,C=CC(C)(OC1C=CC(=O)C=C(C)O1)C(C)(C)C,30.0,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.7202660094617297,4.476816050366439,3.3792000000000018,35.53,0.527,0.785,1.0
<rdkit.Chem.rdchem.Mol object at 0x78014093d3f0>,CC1=CC(=O)C(C)=C(C(=O)OC(C)C(C)(C)C)C1(C)C,30.0,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.7208274141932461,3.6633773278492576,3.835900000000003,43.370000000000005,0.527,0.785,1.0
<rdkit.Chem.rdchem.Mol object at 0x78014093d460>,CC1=C(C(=O)COC(C)C)C(=O)C1CBr,30.0,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.5681728134096015,3.8574397400191334,1.8908,43.370000000000005,0.527,0.785,1.0
<rdkit.Chem.rdchem.Mol object at 0x78014093d620>,CC1=CC(=O)C(C)=C(C(=O)OC(C)C(F)(F)F)C1C,30.0,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.7281907515344085,3.8042716423671266,2.9620000000000015,43.370000000000005,0.527,0.785,1.0
<rdkit.Chem.rdchem.Mol object at 0x78014093d700>,CC1=CC(=O)OC(C(=O)OCC(C)C)=C(C)C1C,30.0,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.7243871625983449,3.6261381368458068,2.5988000000000007,52.60000000000001,0.527,0.785,1.0
<rdkit.Chem.rdchem.Mol object at 0x78014093d770>,CC(C)=C(C(=O)C1=C(C)C(=O)OCC1C)C(C)C,30.0,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.5708676822030454,3.7870659885500695,3.0573000000000015,43.370000000000005,0.527,0.785,1.0
<rdkit.Chem.rdchem.Mol object at 0x78014093d7e0>,C=C(C)C1C(=O)C(SC)=C(OC(=O)C=C(C)C)C1C,30.0,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.44904771143120126,4.276810555239968,3.4815000000000023,43.370000000000005,0.527,0.785,1.0
<rdkit.Chem.rdchem.Mol object at 0x78014093d930>,CC1=CC(=O)C(C)=C(C(=O)OC(C)C(F)(F)F)C1(C)C,30.0,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.7324432862868372,3.7045696355415654,3.352100000000002,43.370000000000005,0.527,0.785,1.0
<rdkit.Chem.rdchem.Mol object at 0x78014093dbd0>,CC1=C(C(=O)OC(C)C(C)(C)C)C(C)(C)C(C)C1=O,30.0,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.7181193734749348,3.9194561145438858,3.5257000000000023,43.370000000000005,0.527,0.785,1.0
<rdkit.Chem.rdchem.Mol object at 0x78014093dc40>,CC1=CC(=O)C(C)=C(C(=O)OC(C)C(F)(F)F)C1C,30.0,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.7281907515344085,3.8042716423671266,2.9620000000000015,43.370000000000005,0.527,0.785,1.0
<rdkit.Chem.rdchem.Mol object at 0x78014093dcb0>,C=CCOC1=C(C(=C)C)C(C(=O)C(F)(F)F)=C(OC)C1=O,30.0,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.7078058104993552,3.5259436204321686,2.633800000000001,52.6,0.527,0.785,1.0
<rdkit.Chem.rdchem.Mol object at 0x78014093dd20>,CC1=CC(=O)C(C)=C(C(=O)OC(C)C(C)(C)C)C1(C)C,30.0,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.7208274141932461,3.6633773278492576,3.835900000000003,43.370000000000005,0.527,0.785,1.0
<rdkit.Chem.rdchem.Mol object at 0x78014093dd90>,C=CC(OC(=O)C1=C(C)C(=O)C=C(C)C1)C(F)(F)F,30.0,OCC1=CC(OC)=C(O)C(OC)=C1<<<<<<<<<<<<<<<<<<<<<<<<,0.5868039078774278,4.013536629828491,2.882100000000001,43.370000000000005,0.527,0.785,1.0
